1985-07,0.042,2.207,-9999,6.865,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.319,-9999,-2.055,-9999,14.484,-9999,-9999,-1.337,-0.023,-9999,-9999,-9999,-9999,-9999,-9999,2.335,4.387,-9999,-9999,9.241,1.779,6.613,-9999,5.177,-0.05,7.09,-9999,-9999,-9999,8.813,9.052,0.323,15.068,10.506,-9999,9.477,-9999,13.597,-9999,13.889,11.674,-9999,-9999,12.832,-9999,15.077,-9999,-9999,-9999,-9999,13.319,-9999,-9999,13.356,-9999,13.106,-9999,-9999,13.332,12.123,-9999,11.36,8.457,1.458,11.558,-9999,-9999,-9999,-9999,12.063,-9999,11.794,11.248,-9999,11.852,11.348,-9999,-9999,11.677,11.165,10.906,-9999,-9999,11.574,9.581,-9999,-9999,9.213,10.516,-9999,9.674,8.906,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.232,10.061,-9999,-9999,8.293,-9999,-9999,8.71,-9999,-9999,7.229,-9999,-9999,8.619,9.045,-9999,8.213,-9999,-9999,-9999,-9999,7.577,-9999,-9999,-9999,7.684,-9999,7.6,-9999,6.671,7.132,-9999,6.981,-9999,-9999,8.086,-9999,-9999,-9999,6.239,-9999,-9999,6.39,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.783,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.874,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.719,15.268,13.132,-9999,10.923,8.077,7.694,7.445,8.777,6.952,6.965,7.119,6.948,5.068,3.655,2.158,3.584,2.213,2.258,-9999,-2.974,7.226,18.371,7.226,-9999,12.671,-9999,-9999,-9999,-9999,-9999,-9999,2.345
1985-08,3.468,3.894,-9999,8.565,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.952,-9999,-9999,-9999,15.348,-9999,-9999,2.042,2.416,-9999,-9999,-9999,-9999,-9999,2.527,5.097,7.448,-9999,-9999,10.226,2.387,8.677,8.848,4.687,1.6,5.531,-9999,-9999,-9999,10.177,10.942,2.129,14.526,12.177,-9999,11.752,-9999,15.227,-9999,13.184,14.077,-9999,-9999,13.165,-9999,16.658,-9999,-9999,-9999,-9999,13.567,-9999,-9999,15.327,-9999,12.077,-9999,-9999,14.126,12.352,-9999,10.983,12.694,3.542,13.233,-9999,-9999,-9999,-9999,12.855,-9999,13.893,13.542,-9999,12.887,12.881,-9999,-9999,11.7,11.884,12.203,-9999,-9999,11.665,11.055,-9999,-9999,10.126,11.361,-9999,10.919,9.819,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.79,10.69,-9999,-9999,8.397,-9999,-9999,9.032,-9999,-9999,7.361,-9999,-9999,9.387,9.248,-9999,8.742,-9999,-9999,-9999,-9999,7.639,-9999,-9999,9.455,8.642,-9999,9.765,-9999,7.89,7.806,-9999,8.519,-9999,-9999,10.106,-9999,-9999,-9999,6.266,-9999,-9999,7.352,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.181,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.019,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.977,14.313,12.842,-9999,10.452,8.969,7.687,8.11,8.961,7.729,7.529,7.594,7.213,5.706,4.819,3.035,4.374,3.723,3.526,-9999,-3.671,8.145,17.487,7.716,-9999,12.329,-9999,-9999,-9999,-9999,-9999,-9999,3.645
1985-09,3.5,3.504,-9999,9.196,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.344,16.437,-9999,-6.459,-9999,16.923,-9999,-9999,2.58,2.989,-9999,-9999,-9999,-9999,-9999,6.979,7.543,8.911,-9999,-9999,11.417,2.879,10.673,10.243,4.314,3.013,7.618,-9999,-9999,-9999,10.92,13.01,2.89,16.587,14.05,-9999,14.79,-9999,17.077,-9999,14.157,16.6,-9999,-9999,14.483,-9999,19.127,-9999,-9999,-9999,-9999,15.153,-9999,-9999,17.983,-9999,13.76,-9999,-9999,16.067,13.743,-9999,12.677,14.423,5.953,15.041,-9999,-9999,-9999,-9999,15.743,-9999,16.255,15.096,-9999,15.163,15.333,-9999,-9999,14.347,14.09,14.69,-9999,-9999,13.93,13.37,-9999,-9999,13.266,13.48,9.814,13.043,11.587,-9999,13.457,13.937,-9999,-9999,-9999,-9999,13.024,6.143,13.237,-9999,-9999,12.111,-9999,-9999,12.28,-9999,-9999,10.96,-9999,-9999,12.457,12.357,-9999,11.44,-9999,-9999,-9999,-9999,10.687,-9999,-9999,11.59,10.876,-9999,10.75,-9999,9.973,9.527,-9999,10.938,-9999,-9999,11.569,-9999,-9999,-9999,8.863,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.466,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.827,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.737,15.853,14.367,-9999,12.193,12.539,11.07,9.993,-9999,8.913,8.517,8.083,7.697,6.603,5.957,4.05,6.583,6.0,4.523,-9999,-1.47,11.28,18.163,11.47,-9999,12.733,-9999,-9999,-9999,-9999,-9999,-9999,4.693
1985-10,-9999,5.081,-9999,9.058,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.09,18.145,-9999,-5.723,-9999,16.297,-9999,-9999,4.123,5.152,-9999,-9999,-9999,-9999,-9999,10.087,9.394,10.377,-9999,-9999,12.206,4.113,11.813,10.513,5.36,5.235,10.126,-9999,-9999,-9999,12.348,14.755,5.09,17.977,14.761,-9999,16.629,-9999,18.845,-9999,15.494,18.374,-9999,-9999,16.804,-9999,21.167,-9999,-9999,-9999,-9999,18.242,-9999,-9999,19.833,-9999,16.037,-9999,-9999,18.679,15.945,-9999,14.519,16.316,7.058,-9999,-9999,-9999,-9999,-9999,17.945,-9999,19.816,18.364,-9999,17.645,-9999,-9999,-9999,15.548,16.187,15.845,-9999,-9999,15.563,14.435,-9999,-9999,14.581,15.255,15.284,15.08,13.123,-9999,14.57,-9999,-9999,-9999,-9999,-9999,-9999,6.581,15.642,-9999,-9999,14.274,-9999,-9999,14.197,-9999,-9999,12.658,-9999,-9999,13.658,14.506,-9999,12.3,-9999,-9999,-9999,-9999,12.126,-9999,-9999,13.71,12.532,-9999,11.668,-9999,11.055,10.687,-9999,12.645,-9999,-9999,12.677,-9999,-9999,-9999,9.635,-9999,-9999,10.835,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.365,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.006,-9999,-9999,-9999,-9999,-9999,-9999,-9999,18.41,17.365,15.839,-9999,13.858,14.513,12.994,11.848,11.542,10.494,9.968,9.677,9.245,9.077,7.861,6.277,8.555,8.587,6.413,-9999,-1.458,12.974,18.019,13.765,-9999,13.413,-9999,-9999,-9999,-9999,-9999,-9999,6.673
1985-11,-9999,-9999,-9999,8.743,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.68,-9999,-9999,-3.041,-9999,15.624,-9999,-9999,5.143,7.179,-9999,-9999,-9999,-9999,-9999,11.327,11.186,-9999,-9999,-9999,12.597,-9999,13.363,12.937,7.517,6.669,10.937,-9999,-9999,-9999,12.69,14.747,6.207,19.567,15.423,-9999,18.57,-9999,18.967,-9999,16.717,20.76,-9999,-9999,-9999,-9999,21.723,-9999,-9999,-9999,-9999,18.807,-9999,-9999,21.307,-9999,16.82,-9999,-9999,19.147,16.98,-9999,15.392,18.54,12.27,18.07,-9999,-9999,-9999,-9999,19.4,-9999,21.119,19.772,-9999,19.013,18.493,-9999,-9999,17.677,17.91,18.127,-9999,-9999,16.983,17.02,-9999,-9999,19.03,17.44,18.653,17.08,14.677,-9999,-9999,18.427,-9999,-9999,-9999,-9999,18.0,12.614,17.507,-9999,-9999,18.527,-9999,-9999,17.573,-9999,-9999,16.153,-9999,-9999,18.347,17.81,-9999,16.917,-9999,-9999,-9999,-9999,16.453,-9999,-9999,17.607,16.866,-9999,16.03,-9999,16.177,15.287,-9999,17.23,-9999,-9999,17.583,-9999,-9999,-9999,14.683,-9999,-9999,14.893,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.486,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.443,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.16,18.32,17.16,-9999,14.81,17.204,16.27,15.713,13.887,14.09,14.12,13.467,12.647,12.343,12.223,10.543,14.307,12.327,9.227,-9999,0.1,14.267,19.313,16.93,17.127,14.953,-9999,-9999,11.473,13.387,13.287,-9999,9.572
1985-12,-9999,5.545,-9999,8.868,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.906,-9999,-9999,4.829,-9999,-9999,-9999,-9999,6.326,8.429,-9999,-9999,-9999,-9999,-9999,12.152,12.926,-9999,-9999,-9999,12.984,-9999,14.484,14.426,7.817,7.313,11.768,-9999,-9999,-9999,13.487,15.006,7.113,20.052,15.942,-9999,18.906,-9999,19.526,-9999,17.99,22.045,-9999,-9999,20.844,-9999,22.597,-9999,-9999,-9999,-9999,20.023,-9999,-9999,22.371,-9999,18.755,-9999,-9999,20.987,18.784,-9999,17.203,19.435,13.532,19.035,-9999,-9999,-9999,-9999,22.09,-9999,22.319,21.748,-9999,21.026,20.007,-9999,-9999,19.239,19.332,19.2,-9999,-9999,18.635,19.135,-9999,-9999,20.761,18.561,20.423,19.345,16.381,-9999,-9999,19.758,-9999,-9999,-9999,-9999,19.719,14.474,18.3,-9999,-9999,20.987,-9999,-9999,20.252,-9999,-9999,18.403,-9999,-9999,21.277,20.69,-9999,19.171,-9999,-9999,-9999,-9999,19.013,-9999,-9999,19.739,19.106,-9999,18.084,-9999,18.03,17.016,-9999,18.187,-9999,-9999,18.94,-9999,-9999,-9999,15.866,-9999,-9999,15.729,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.543,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.229,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.984,20.374,18.9,-9999,16.458,19.547,18.655,18.023,15.216,14.919,15.316,14.574,13.432,13.31,13.023,11.332,15.448,13.535,10.31,-9999,1.058,15.032,20.719,18.803,19.081,16.339,-9999,-9999,12.5,14.346,13.987,-9999,10.613
1986-01,-9999,5.919,-9999,8.703,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.545,-9999,-9999,5.62,-9999,16.535,-9999,-9999,6.513,9.821,-9999,-9999,-9999,-9999,-9999,13.25,13.854,-9999,-9999,-9999,11.258,-9999,15.09,14.865,8.21,8.374,11.987,-9999,-9999,-9999,14.342,15.174,8.281,21.406,16.342,-9999,19.868,20.416,19.913,-9999,18.594,22.577,-9999,-9999,21.429,-9999,23.361,-9999,-9999,-9999,-9999,21.777,-9999,-9999,23.148,-9999,19.91,-9999,-9999,22.197,20.074,-9999,18.616,20.981,14.761,20.474,-9999,-9999,-9999,-9999,22.326,-9999,24.158,22.135,-9999,22.355,21.077,-9999,-9999,20.607,20.426,20.452,-9999,-9999,19.487,20.629,-9999,-9999,22.419,18.994,21.906,19.703,-9999,-9999,-9999,20.815,-9999,-9999,-9999,-9999,20.978,14.9,19.552,-9999,-9999,21.423,-9999,-9999,21.142,-9999,-9999,18.761,-9999,-9999,22.448,21.613,-9999,19.716,-9999,-9999,-9999,-9999,19.558,-9999,-9999,20.184,19.958,-9999,19.013,-9999,18.619,17.742,-9999,18.433,-9999,-9999,18.684,-9999,-9999,-9999,16.058,-9999,-9999,15.429,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.216,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.274,-9999,-9999,-9999,-9999,-9999,-9999,-9999,22.026,21.3,19.455,-9999,17.294,20.703,19.584,18.484,16.032,15.065,15.039,14.571,13.984,-9999,12.752,11.106,15.332,13.571,10.319,-9999,1.46,15.635,23.248,19.832,19.845,17.935,-9999,-9999,13.394,14.406,14.374,-9999,10.623
1986-02,-9999,4.336,-9999,7.738,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.886,-9999,-9999,4.796,-9999,15.665,-9999,-9999,5.929,7.971,-9999,-9999,-9999,-9999,-9999,11.533,11.782,11.182,-9999,-9999,9.504,7.507,13.889,13.075,8.332,5.889,10.914,-9999,-9999,-9999,12.071,14.118,6.293,20.004,14.975,-9999,-9999,-9999,19.386,-9999,19.778,21.189,-9999,-9999,22.233,-9999,22.389,-9999,-9999,-9999,-9999,21.332,-9999,-9999,22.726,-9999,20.071,-9999,-9999,21.907,20.671,-9999,18.379,19.421,12.646,19.779,-9999,-9999,-9999,-9999,22.021,-9999,22.636,21.479,-9999,21.314,20.554,-9999,-9999,19.943,20.611,20.363,-9999,-9999,20.129,19.946,-9999,-9999,21.179,19.2,21.371,18.875,16.682,-9999,-9999,20.712,-9999,-9999,-9999,-9999,-9999,14.414,19.518,-9999,-9999,20.607,-9999,-9999,20.925,-9999,-9999,18.046,-9999,-9999,21.893,20.886,-9999,19.314,-9999,-9999,-9999,-9999,19.361,-9999,-9999,20.489,19.704,-9999,18.614,-9999,18.625,17.156,-9999,17.239,-9999,-9999,18.907,-9999,-9999,-9999,16.068,-9999,-9999,16.489,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.218,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.757,-9999,-9999,-9999,-9999,-9999,-9999,-9999,22.364,21.657,20.093,-9999,17.614,19.957,19.189,18.721,15.75,15.304,15.125,14.375,13.625,-9999,12.354,10.493,14.793,12.071,8.679,-9999,1.114,14.278,22.821,19.311,19.504,18.6,-9999,-9999,13.004,14.257,13.886,-9999,9.093
1986-03,5.148,-9999,-9999,8.403,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.977,-9999,-9999,4.439,-9999,16.448,-9999,-9999,6.652,8.01,-9999,-9999,-9999,-9999,-9999,12.39,11.577,10.655,-9999,-9999,9.637,7.177,13.71,13.145,-9999,-9999,10.626,-9999,-9999,-9999,12.574,14.361,6.529,22.64,15.235,-9999,-9999,-9999,19.03,-9999,19.529,21.448,-9999,-9999,20.235,-9999,22.084,-9999,-9999,-9999,-9999,19.071,-9999,-9999,-9999,-9999,17.616,-9999,-9999,20.313,17.942,-9999,16.013,18.714,11.577,19.552,-9999,-9999,-9999,-9999,19.59,-9999,21.568,20.45,-9999,20.771,20.287,-9999,-9999,19.923,17.723,20.787,-9999,-9999,16.861,18.648,-9999,-9999,20.426,16.387,19.34,16.971,15.403,-9999,-9999,18.571,-9999,-9999,-9999,-9999,17.519,13.387,17.168,-9999,-9999,18.368,-9999,-9999,17.914,-9999,-9999,14.674,-9999,-9999,19.977,17.494,-9999,16.248,-9999,-9999,-9999,-9999,15.871,-9999,-9999,16.639,15.958,-9999,15.029,-9999,15.577,14.419,-9999,14.955,-9999,-9999,16.481,-9999,-9999,-9999,-9999,-9999,-9999,12.881,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.416,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.665,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.974,20.335,19.384,-9999,15.174,17.619,15.59,15.494,13.355,12.361,11.894,11.665,11.384,10.826,10.103,8.529,11.445,9.394,7.49,-9999,1.216,14.0,22.994,16.79,17.246,17.635,-9999,-9999,-9999,-9999,-9999,-9999,7.906
1986-04,4.217,-9999,-9999,9.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.013,19.604,-9999,3.683,-9999,15.187,-9999,-9999,4.013,5.967,-9999,-9999,-9999,-9999,-9999,-9999,9.12,9.73,-9999,-9999,8.597,5.46,12.31,12.17,7.211,5.372,8.98,-9999,-9999,-9999,11.62,13.13,4.773,21.663,14.42,-9999,-9999,-9999,17.92,-9999,17.403,20.161,-9999,-9999,18.207,-9999,20.59,-9999,-9999,-9999,-9999,17.533,-9999,-9999,20.338,-9999,15.76,-9999,-9999,18.163,15.983,-9999,14.48,16.032,8.53,18.177,-9999,-9999,-9999,-9999,18.05,-9999,-9999,18.269,-9999,18.34,17.396,-9999,-9999,17.163,16.2,18.337,-9999,-9999,15.89,15.513,-9999,-9999,15.773,15.187,14.89,15.613,13.166,-9999,-9999,15.431,-9999,-9999,-9999,-9999,13.83,9.7,15.2,-9999,-9999,14.44,-9999,-9999,13.86,-9999,-9999,11.387,-9999,-9999,15.38,13.53,-9999,12.77,-9999,-9999,-9999,-9999,12.057,-9999,-9999,12.943,-9999,-9999,12.567,-9999,10.647,10.52,-9999,11.433,-9999,-9999,13.133,-9999,-9999,-9999,10.354,-9999,-9999,11.341,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.74,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.217,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.213,18.75,16.653,-9999,13.417,13.66,12.153,11.907,12.033,11.403,10.953,10.217,10.063,7.737,6.41,4.877,6.957,5.727,4.687,-9999,-1.757,12.137,22.13,13.097,13.336,16.507,12.037,-9999,-9999,-9999,-9999,-9999,5.1
1986-05,-9999,2.842,-9999,7.265,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.161,17.74,-9999,-9999,-9999,13.867,-9999,-9999,0.317,1.816,-9999,-9999,-9999,-9999,-9999,-9999,6.387,-9999,-9999,-9999,5.94,0.003,8.974,8.842,3.835,1.397,6.987,-9999,-9999,-9999,-9999,11.152,0.448,21.152,11.603,-9999,-9999,-9999,16.581,-9999,16.768,16.577,-9999,-9999,16.932,-9999,18.5,-9999,-9999,-9999,-9999,16.216,-9999,-9999,17.323,-9999,15.357,-9999,-9999,16.865,14.697,-9999,13.727,14.148,4.139,16.245,-9999,-9999,-9999,-9999,15.916,-9999,-9999,16.539,-9999,15.861,13.623,-9999,-9999,15.28,14.335,16.21,-9999,-9999,14.183,14.571,-9999,-9999,13.323,13.98,12.755,13.494,12.435,-9999,-9999,13.584,-9999,-9999,-9999,-9999,-9999,4.877,13.839,-9999,-9999,12.245,-9999,-9999,12.31,-9999,-9999,9.971,-9999,-9999,13.327,12.339,-9999,10.839,-9999,-9999,-9999,-9999,10.545,-9999,-9999,11.1,-9999,-9999,11.287,-9999,7.645,8.858,-9999,9.977,-9999,-9999,10.842,-9999,-9999,-9999,7.76,-9999,-9999,8.989,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.081,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.573,-9999,-9999,-9999,-9999,-9999,-9999,-9999,18.258,17.668,16.035,-9999,13.119,12.065,10.306,10.535,11.387,9.571,9.458,8.794,8.635,6.903,5.094,3.371,5.365,4.719,2.277,-9999,-7.6,9.639,20.197,11.432,11.906,15.526,12.052,-9999,-9999,-9999,-9999,-9999,2.571
1986-06,-9999,3.517,-9999,8.15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.967,14.627,-9999,-9999,-9999,13.307,-9999,-9999,-0.113,0.247,-9999,-9999,-9999,-9999,-9999,-9999,4.663,-9999,-9999,-9999,5.257,-0.404,7.513,7.76,2.893,0.473,6.4,-9999,-9999,-9999,-9999,10.783,0.237,19.303,11.61,-9999,7.075,-9999,14.333,-9999,15.07,13.357,-9999,-9999,14.857,-9999,17.093,-9999,-9999,-9999,-9999,16.063,-9999,-9999,15.783,-9999,14.06,-9999,-9999,14.73,13.393,-9999,12.262,12.387,1.777,13.714,-9999,-9999,-9999,-9999,14.243,-9999,-9999,13.207,-9999,12.997,11.49,-9999,-9999,11.962,12.323,11.863,-9999,-9999,12.453,11.133,-9999,-9999,10.783,12.123,9.57,11.71,10.937,-9999,-9999,11.587,-9999,-9999,-9999,-9999,-9999,2.507,11.137,-9999,-9999,9.613,-9999,-9999,9.243,-9999,-9999,7.577,-9999,-9999,9.857,9.41,-9999,8.71,-9999,-9999,-9999,-9999,7.847,-9999,-9999,8.367,-9999,-9999,9.107,-9999,5.668,6.627,-9999,8.353,-9999,-9999,8.81,-9999,-9999,-9999,-9999,-9999,-9999,7.467,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.927,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.257,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.67,16.08,14.217,-9999,11.867,9.273,8.57,8.02,10.07,7.41,7.247,6.607,6.427,4.327,2.633,0.793,2.667,0.03,0.483,-9999,-7.252,8.433,19.653,8.923,8.74,13.86,10.61,-9999,-9999,-9999,-9999,-9999,1.12
1986-07,-9999,1.932,-9999,6.437,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.806,13.6,-9999,-9999,-9999,-9999,-9999,-9999,-0.558,-0.29,-9999,-9999,-9999,-9999,-9999,3.845,3.665,-9999,-9999,-9999,6.047,0.252,6.903,7.281,2.439,0.416,5.277,-9999,-9999,-9999,8.81,10.242,-0.235,21.084,11.265,-9999,9.383,-9999,15.906,-9999,14.487,11.648,-9999,-9999,13.529,-9999,19.645,-9999,-9999,-9999,-9999,15.303,-9999,-9999,17.42,-9999,12.39,-9999,-9999,16.835,11.906,-9999,10.748,14.583,4.165,15.574,-9999,-9999,-9999,-9999,13.106,-9999,-9999,14.112,-9999,-9999,13.797,-9999,-9999,14.603,11.2,14.597,-9999,-9999,11.868,12.881,-9999,-9999,12.494,11.519,9.519,11.343,11.203,-9999,-9999,10.74,-9999,-9999,-9999,-9999,9.407,5.49,10.684,-9999,-9999,8.537,-9999,-9999,-9999,-9999,-9999,6.942,-9999,-9999,-9999,8.716,-9999,8.316,-9999,-9999,-9999,-9999,7.568,-9999,-9999,8.229,7.693,-9999,9.235,-9999,7.277,8.529,-9999,8.09,-9999,-9999,9.665,-9999,-9999,-9999,7.867,-9999,-9999,8.306,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.183,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.752,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.868,14.842,13.835,-9999,10.513,9.207,7.442,7.968,9.297,7.765,7.629,7.571,7.052,4.69,3.042,1.158,3.035,1.684,0.945,-9999,-7.316,8.529,18.026,8.274,8.64,13.287,9.703,-9999,-9999,-9999,-9999,-9999,1.632
1986-08,1.904,3.593,-9999,7.852,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.042,14.903,-9999,-9999,-9999,-9999,-9999,-9999,1.169,2.09,-9999,-9999,-9999,-9999,-9999,4.807,6.31,8.045,-9999,-9999,8.068,-9999,7.345,8.704,3.881,1.532,7.161,-9999,-9999,-9999,8.703,11.971,-1.035,22.4,12.797,-9999,12.931,-9999,-9999,-9999,14.806,13.274,-9999,-9999,14.858,-9999,18.858,-9999,-9999,-9999,-9999,15.43,-9999,-9999,16.681,-9999,13.481,-9999,-9999,15.539,-9999,-9999,12.438,13.093,2.239,13.663,-9999,-9999,-9999,-9999,14.319,-9999,14.433,14.381,-9999,14.529,11.735,-9999,-9999,12.523,12.506,12.613,-9999,-9999,12.445,11.158,-9999,-9999,11.052,12.826,10.035,11.913,11.137,-9999,-9999,11.96,-9999,-9999,-9999,-9999,-9999,3.787,11.965,-9999,-9999,10.729,-9999,-9999,9.871,-9999,-9999,9.01,-9999,10.438,-9999,10.477,-9999,9.874,-9999,-9999,-9999,-9999,9.058,-9999,-9999,9.519,-9999,-9999,9.555,-9999,7.304,7.474,-9999,9.448,-9999,-9999,9.848,-9999,-9999,-9999,7.044,-9999,-9999,8.968,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.868,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.668,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.787,15.574,14.097,-9999,11.523,10.374,9.41,9.01,9.865,7.919,7.119,6.606,5.942,4.287,3.103,1.523,3.242,2.635,3.003,-9999,-7.19,10.119,17.123,9.594,9.645,13.187,10.261,-9999,-9999,-9999,-9999,-9999,3.165
1986-09,4.262,4.123,-9999,9.297,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.7,15.437,-9999,-9999,-9999,-9999,-9999,-9999,2.925,4.217,-9999,-9999,-9999,-9999,-9999,5.75,-9999,9.89,-9999,-9999,10.767,3.978,10.32,10.133,5.143,3.713,9.745,-9999,-9999,-9999,10.237,13.343,0.637,22.33,15.517,-9999,14.885,-9999,16.23,-9999,15.133,15.753,-9999,-9999,16.243,-9999,19.747,-9999,-9999,-9999,-9999,16.19,-9999,-9999,17.65,-9999,14.213,-9999,-9999,16.547,-9999,-9999,12.493,14.013,4.517,14.341,-9999,-9999,-9999,-9999,15.957,-9999,16.1,15.903,-9999,15.393,13.383,-9999,-9999,13.583,13.807,14.13,-9999,-9999,13.127,12.36,-9999,-9999,-9999,13.43,11.633,13.873,11.559,-9999,-9999,13.01,-9999,-9999,-9999,-9999,-9999,4.62,13.047,-9999,-9999,12.013,-9999,-9999,12.232,-9999,-9999,9.867,-9999,11.043,-9999,11.9,-9999,11.047,-9999,-9999,-9999,-9999,10.223,-9999,-9999,11.477,-9999,-9999,12.093,-9999,9.866,9.3,-9999,10.897,-9999,-9999,11.097,-9999,-9999,-9999,8.46,-9999,-9999,10.39,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.127,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.33,15.937,14.447,-9999,11.853,11.733,10.187,10.053,10.22,9.107,8.68,8.03,7.733,6.15,4.713,3.307,6.04,5.31,3.643,-9999,-5.62,11.483,17.25,10.797,10.747,12.633,10.617,-9999,-9999,-9999,-9999,-9999,3.993
